420.19064491 12.98080111
420.62461995 12.87042251
421.05858210 12.74722706
421.49253135 12.65578343
421.92646768 12.56221343
422.36039106 12.47608974
422.79430148 12.40183787
423.22819892 12.32139735
423.66208336 12.25115250
424.09595478 12.18904946
424.52981316 12.13171329
424.96365849 12.07346337
425.39749074 12.02724257
425.83130989 11.97080916
426.26511593 11.92878273
426.69890883 11.88134269
427.13268858 11.83381946
427.56645516 11.77377802
428.00020855 11.71282405
428.43394873 11.64767667
428.86767568 11.58260593
429.30138939 11.50195112
429.73508982 11.44000945
430.16877697 11.38321199
430.60245081 11.32722592
431.03611133 11.26522427
431.46975851 11.22146852
431.90339232 11.17799110
432.33701276 11.13666699
432.77061979 11.10568135
433.20421340 11.06564042
433.63779357 11.02630483
434.07136029 10.99316563
434.50491352 10.96474136
434.93845327 10.93069113
435.37197949 10.89784425
435.80549219 10.86970920
436.23899132 10.84001886
436.67247689 10.81297137
437.10594887 10.78727157
437.53940723 10.75747994
437.97285197 10.71560074
438.40628306 10.68348636
438.83970048 10.63979208
439.27310421 10.61663542
439.70649424 10.57604704
440.13987054 10.53978810
440.57323310 10.51069612
441.00658189 10.47747896
441.43991690 10.45525933
441.87323811 10.43631342
442.30654551 10.42449623
442.73983906 10.41104251
443.17311875 10.40404758
443.60638457 10.38389687
444.03963649 10.37073978
444.47287449 10.35912634
444.90609856 10.34604085
445.33930868 10.33548958
445.77250482 10.30902211
446.20568697 10.28702124
446.63885511 10.26605577
447.07200922 10.23781342
447.50514928 10.20823709
447.93827527 10.18049982
448.37138718 10.15379153
448.80448497 10.12909670
449.23756865 10.11497004
449.67063818 10.08914983
450.10369354 10.06763171
450.53673472 10.04314046
450.96976170 10.01682076
451.40277446 10.00329093
451.83577298 9.99066498
452.26875725 9.97857485
452.70172723 9.96236068
453.13468291 9.95593675
453.56762428 9.95107271
454.00055132 9.94454729
454.43346400 9.93882812
454.86636230 9.92861572
455.29924622 9.92663463
455.73211572 9.92142444
456.16497079 9.91918103
456.59781142 9.90786458
457.03063757 9.90305138
457.46344923 9.89292257
457.89624639 9.88333415
458.32902903 9.87469788
458.76179711 9.85740547
459.19455064 9.84636903
459.62728958 9.83144936
460.06001392 9.81588729
460.49272363 9.80079139
460.92541871 9.79939180
461.35809913 9.79072457
461.79076486 9.78305672
462.22341591 9.77443388
462.65605223 9.76077652
463.08867382 9.75424370
463.52128065 9.74577437
463.95387271 9.74162131
464.38644998 9.74365873
464.81901243 9.74150475
465.25156005 9.73867664
465.68409283 9.73531945
466.11661073 9.73452329
466.54911374 9.72929000
466.98160185 9.72593651
467.41407503 9.71832388
467.84653327 9.70842488
468.27897654 9.70558812
468.71140483 9.69472850
469.14381811 9.68993427
469.57621637 9.68067380
470.00859960 9.68304928
470.44096776 9.68169914
470.87332084 9.68008055
471.30565882 9.68061728
471.73798169 9.68377223
472.17028942 9.69030482
472.60258200 9.70035996
473.03485940 9.70815402
473.46712160 9.72285540
473.89936860 9.74114136
474.33160036 9.75361233
474.76381687 9.76910758
475.19601811 9.78510912
475.62820407 9.80085439
476.06037471 9.81496089
476.49253003 9.82635121
476.92467000 9.83952989
477.35679461 9.84875809
477.78890383 9.85511377
478.22099765 9.85689081
478.65307605 9.86037099
479.08513900 9.86210794
479.51718650 9.86261272
479.94921851 9.86026193
480.38123503 9.85197374
480.81323602 9.85094146
481.24522149 9.85358234
481.67719139 9.85089591
482.10914572 9.85444589
482.54108446 9.85188061
482.97300758 9.85250793
483.40491507 9.85161896
483.83680691 9.85192286
484.26868308 9.85637476
484.70054356 9.86415264
