420.19064491 12.26064976
420.62461995 12.17135245
421.05858210 12.08376698
421.49253135 11.99537091
421.92646768 11.88772586
422.36039106 11.81112742
422.79430148 11.75033256
423.22819892 11.67898670
423.66208336 11.62452960
424.09595478 11.58041262
424.52981316 11.52332332
424.96365849 11.47092405
425.39749074 11.42348010
425.83130989 11.37536595
426.26511593 11.32963455
426.69890883 11.27469911
427.13268858 11.22852497
427.56645516 11.17372889
428.00020855 11.12274360
428.43394873 11.06065416
428.86767568 10.99898219
429.30138939 10.93811338
429.73508982 10.87085897
430.16877697 10.81242986
430.60245081 10.76421545
431.03611133 10.71324251
431.46975851 10.67066811
431.90339232 10.62013603
432.33701276 10.58232966
432.77061979 10.54277070
433.20421340 10.50896500
433.63779357 10.47332539
434.07136029 10.44399505
434.50491352 10.41284079
434.93845327 10.38291512
435.37197949 10.36897035
435.80549219 10.33427931
436.23899132 10.29932979
436.67247689 10.26901976
437.10594887 10.24173142
437.53940723 10.20814933
437.97285197 10.17424555
438.40628306 10.14925215
438.83970048 10.11450612
439.27310421 10.08226743
439.70649424 10.04040040
440.13987054 10.01199814
440.57323310 9.98242158
441.00658189 9.95262561
441.43991690 9.92439103
441.87323811 9.91431274
442.30654551 9.90152126
442.73983906 9.88457871
443.17311875 9.87544082
443.60638457 9.86412448
444.03963649 9.84230118
444.47287449 9.82283076
444.90609856 9.80777595
445.33930868 9.79195005
445.77250482 9.76654696
446.20568697 9.74813418
446.63885511 9.72281538
447.07200922 9.69589810
447.50514928 9.66519089
447.93827527 9.64495456
448.37138718 9.62043068
448.80448497 9.59023712
449.23756865 9.57344877
449.67063818 9.54869792
450.10369354 9.52216947
450.53673472 9.49832330
450.96976170 9.47531398
451.40277446 9.45822306
451.83577298 9.43788618
452.26875725 9.41903157
452.70172723 9.40562301
453.13468291 9.40305188
453.56762428 9.40027177
454.00055132 9.39606503
454.43346400 9.39312776
454.86636230 9.38532836
455.29924622 9.37889175
455.73211572 9.37178085
456.16497079 9.36285949
456.59781142 9.35899358
457.03063757 9.34759060
457.46344923 9.33936123
457.89624639 9.32726148
458.32902903 9.31663663
458.76179711 9.30931750
459.19455064 9.29565682
459.62728958 9.28257157
460.06001392 9.26683550
460.49272363 9.25009760
460.92541871 9.23599476
461.35809913 9.22024179
461.79076486 9.20908896
462.22341591 9.19961930
462.65605223 9.18191965
463.08867382 9.16982899
463.52128065 9.16340480
463.95387271 9.15416686
464.38644998 9.15063582
464.81901243 9.14373299
465.25156005 9.13717157
465.68409283 9.12940896
466.11661073 9.12289072
466.54911374 9.11278110
